OSM_TYPE,OSM_ID,NAME,LEISURE_TYPE,CATEGORY,SPORT,BRAND,OPERATOR,ADDRESS,PHONE,WEBSITE,OPENING_HOURS,LATITUDE,LONGITUDE
node,6597793773,Hippo in the Bathtub,sports_centre,Sports Center,swimming,,,41 Grenfell Crescent,,,,45.3219326,-75.72261
node,3978511046,In the Air Legacy,sports_centre,Sports Center,knife_throwing,,,1940 Bank Street,,,,45.3674947,-75.6625233
way,87362507,J. A. Dulude Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,941 Clyde Avenue North,,,,45.3745509,-75.7465135
way,1040062552,Jack Doyle Athletics and Recreation Centre,sports_centre,Sports Center,,,,525 Wàbisheshì Private,,,,45.350956,-75.7547428
way,633530685,Jean-Marc Lalonde Arena,sports_centre,Sports Center,ice_hockey,,,,,,,45.5516709,-75.2859963
way,677657327,Jim Durrell Recreation Centre,sports_centre,Sports Center,ice_hockey,,Ottawa,1265 Walkley Road,,,,45.3731005,-75.65882
way,91845108,Joel Steeele Community Centre & Arena,sports_centre,Sports Center,,,,577 Main Street,+1-613-774-2006,,,45.0890459,-75.3611157
way,471490876,Johnny Leroux Stittsville Community Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,10 Warner Colpitts Lane,,,,45.2606655,-75.9266746
way,69658536,JR Brisson Complex,sports_centre,Sports Center,,,,764 Brebeuf Street,,,,45.3157272,-75.0860541
way,471616700,K9 Sports Centre,sports_centre,Sports Center,,,,1441 Stittsville Main Street,,,,45.2613185,-75.9222115
node,5750351607,Kanata Cubhouse,sports_centre,Sports Center,baseball,,,302 Legget Drive,,,,45.3414483,-75.9010957
way,68609516,Kanata Leisure Centre and Wave Pool,sports_centre,Sports Center,,,Ottawa,70 Aird Place,,,,45.3114437,-75.8990274
way,450841798,Kanata Recreation Centre,sports_centre,Sports Center,,,Ottawa,100 Charlie Rogers Place,,,,45.2942436,-75.9016461
node,5811024113,Kemptville Training Centre,sports_centre,Sports Center,ice_hockey,,,639 Van Buren Street,,,,45.0210099,-75.6325436
node,6682292593,Kids Can Swim Canada,sports_centre,Sports Center,,,,280 Didsbury Road,,,,45.3059648,-75.9178153
way,39451292,La Fonderie,sports_centre,Sports Center,,,,211 Rue Montcalm,,,,45.4299717,-75.7311663
way,87362344,La Sporthèque de Hull,sports_centre,Sports Center,,,,72 Rue Jean-Proulx,,https://www.sportheque.com/,,45.4693697,-75.7410771
node,6287480489,Les Gants Dores,sports_centre,Sports Center,boxing,,,,,,,45.4844386,-75.6332812
way,548251140,Long Island Aquatic Club,sports_centre,Sports Center,,,,,,,,45.230925,-75.6793092
way,483033197,Louis Riel Dome,sports_centre,Sports Center,soccer,,,1655 Bearbrook Road,,,,45.4421025,-75.572071
way,169253655,Luskville Dragway,sports_centre,Sports Center,drag_racing,,,,,http://www.luskvilledragway.com/,,45.5153949,-76.0322489
way,470022723,Manotick Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,5572 Doctor Leach Drive,,https://ottawa.ca/2/en/residents/facilities/manotick-arena,,45.2219904,-75.6865254
way,68588596,McNabb Recreation Centre,sports_centre,Sports Center,,,Ottawa,180 Percy Street,+1-613-564-1070,https://ottawa.ca/2/en/residents/facilities/mcnabb-recreation-centre,Mo-Fr 08:00-22:00; Sa 08:00-20:00; Su 09:00-20:00,45.4092075,-75.7021675
way,363768724,Minto Recreation Complex,sports_centre,Sports Center,swimming;ice_hockey;multi,,City of Ottawa,3500 Cambrian Road,,,,45.253001,-75.734482
way,172333296,Minto Sports Complex,sports_centre,Sports Center,ice_hockey;american_football;soccer;fitness;e;rugby,,University of Ottawa,801 King Edward Avenue,,,,45.420015,-75.677395
way,69099636,Mlacak Centre,sports_centre,Sports Center,,,Ottawa,2500 Campeau Drive,,,,45.3214124,-75.8957673
node,6579717755,Morrison's Quarry,sports_centre,Sports Center,swimming;scuba_diving,,,,,https://sharkyscuba.com/local-ottawa-diving/morrisons-quarry/,,45.6138804,-75.9092554
way,102512847,Neelin Street Arena,sports_centre,Sports Center,ice_skating,,,75 Neelin Street,,,,45.1426667,-76.1385803
way,471675837,Nepean Sportsplex,sports_centre,Sports Center,multi;ice_hockey;curling;squash;fitness;swimming,,Ottawa,1701 Woodroffe Avenue,+1-613-580-2828,https://ottawa.ca/en/residents/facilities/nepean-sportsplex,,45.3271182,-75.7452558
way,84546907,Nick Smith Centre,sports_centre,Sports Center,,,,,,,,45.4253178,-76.3563888
way,68999459,Norm Fenn Gym,sports_centre,Sports Center,,,Carleton University,1125 Colonel By Drive,,,,45.3857064,-75.6933605
way,1265224080,Oakfield Rugby Park,sports_centre,Sports Center,american_football;rugby_union;soccer,,,2585 Drummond Concession 2,,,,44.9580678,-76.1544843
node,6032500302,Olympia Training Centre,sports_centre,Sports Center,gymnastics,,,93 Hines Road,,,,45.3454883,-75.9246321
way,68609101,Ottawa Gymnastics Centre,sports_centre,Sports Center,gymnastics,,,294 Elmgrove Avenue,,https://www.ottawagymnasticscentre.ca/,,45.3939625,-75.752236
way,68665133,Ottawa Lowertown Community Centre and Pool,sports_centre,Sports Center,,,Ottawa,40 Cobourg Street,,https://ottawa.ca/en/rec_culture/park_facility/facilities/rec_centres/lowertown/index.html,,45.4344945,-75.681338
way,551944529,Ottawa River Runners,sports_centre,Sports Center,canoe,,,,,https://www.ottawariverrunners.com/,,45.4178489,-75.7118904
way,374510699,Ottawa Tennis Club,sports_centre,Sports Center,tennis,,,176 Cameron Avenue,+1-613-730-7207,https://www.otlbc.com/,,45.3882425,-75.6864053
way,208933662,Oz Dome,sports_centre,Sports Center,soccer,,,221 Westbrook Road,,,,45.273149,-75.9585675
way,191019497,Palais des sports,sports_centre,Sports Center,,,,,,,,45.2759197,-75.280986
way,738979224,Paul-Desmarais Sports Dome,sports_centre,Sports Center,soccer,,,,,,,45.2752242,-75.8993402
way,251701687,Pinecrest Recreation Complex,sports_centre,Sports Center,,,Ottawa,2250 Torquay Avenue,,,,45.3478155,-75.7734945
way,167219303,Pontiac Squash,sports_centre,Sports Center,squash,,,,,,,45.6049759,-76.4924691
way,68586959,RA Centre,sports_centre,Sports Center,,,,2451 Riverside Drive,,https://www.racentre.com/,,45.3821265,-75.683436
way,640151491,Ray Friel Recreation Complex,sports_centre,Sports Center,,,Ottawa,,,https://ottawa.ca/residents/parks_recreation/facilities/rec_centres/rayfriel/index_en.html,,45.472022,-75.492554
way,162281937,Relais Plein Air,sports_centre,Sports Center,,,,397 Boulevard de la Cité-des-Jeunes,,https://relaispleinair.ca/,,45.4623837,-75.7744454
way,293247659,Richcraft Recreation Complex,sports_centre,Sports Center,,,Ottawa,4101 Innovation Drive,,https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/richcraft-recreation-complex-kanata,,45.3404553,-75.9305267
way,325907947,Rideau Sports Centre,sports_centre,Sports Center,tennis,,,1 Donald Street,+1-613-749-6126,https://www.rideausportscentre.com/,Mo-Fr 07:30-22:30; Sa-Su 07:30-21:00,45.4274789,-75.6687793
node,5812491695,Rink Eye Development Centre,sports_centre,Sports Center,ice_hockey,,,50 Frank Nighbor Place,,,,45.2988525,-75.9165573
way,191019505,Russell Arena,sports_centre,Sports Center,,,,1084 Concession Street,,,,45.2601765,-75.3611236
way,371741299,Salle de Quilles Paris,sports_centre,Sports Center,10pin,,,125 Chemin de la Savane,+1-819-568-7045,https://www.facebook.com/Salle-de-Quilles-Paris-et-Ligue-Jeunesse-Paris-165697437340382/,,45.4748937,-75.6920163
way,313343390,Salle de Quilles St-Joseph,sports_centre,Sports Center,,,,122 Rue Berri,,,,45.4354415,-75.734733
way,68710373,Sandy Hill Arena,sports_centre,Sports Center,,,Ottawa,60 Mann Avenue,,,,45.419528,-75.674049
way,482837106,Sawmill Creek Pool and Community Centre,sports_centre,Sports Center,,,Ottawa,3380 D'Aoust Avenue,,,,45.34972,-75.6363407
way,167188315,Shawville Arena,sports_centre,Sports Center,,,,,,,,45.6038892,-76.4850795
way,466704821,Splash Wave Pool,sports_centre,Sports Center,swimming,,Ottawa,2040 Ogilvie Road,,,,45.4375854,-75.6003734
way,68851525,Stade Pierre-Lafontaine,sports_centre,Sports Center,,,,255 Rue Saint-Antoine,,,,45.4718936,-75.6990989
node,2466864800,Starr Gymnastics,sports_centre,Sports Center,gymnastics,,,1140 Morrison Drive,,https://www.starrgymnastics.com/,,45.3451612,-75.7976711
node,2641040778,Station Mont Cascades,sports_centre,Sports Center,,,,,,,,45.5931115,-75.8487983
way,70196413,Stewart Community Centre,sports_centre,Sports Center,,,,112 MacFarlane Street,,,,45.331406,-76.2890192
way,165740365,Superdome,sports_centre,Sports Center,soccer,,Ottawa,191 Knoxdale Road,,,,45.3233266,-75.77585
way,361022607,Tactik Paintball,sports_centre,Sports Center,shooting,,,,,,,45.5037457,-75.547715
way,24763099,Tennis Centre,sports_centre,Sports Center,tennis,,Carleton University,1125 Colonel By Drive,+1-613-526-9777,https://www.carletontenniscentre.com/,,45.388069,-75.6949791
way,68587603,Tennis Centre West Ottawa,sports_centre,Sports Center,tennis,,,120 Greenview Avenue,,https://tcwo.ca,,45.3629028,-75.7993395
way,1311579561,Terrain Russell Martin,sports_centre,Sports Center,baseball,,,7 Chemin de l'Hôtel de Ville,,,,45.5043383,-75.7948155
way,493245422,Terry Fox Stadium,sports_centre,Sports Center,soccer;track;athletics,,Ottawa,2960 Riverside Drive,,,,45.3703261,-75.6922875
way,68588555,The Yard,sports_centre,Sports Center,cycling,,,265 City Centre Avenue,,,,45.408621,-75.717318
node,6505184293,Therien,sports_centre,Sports Center,martial_arts,,,569 Boulevard Saint-Joseph,,,,45.4495303,-75.735822
way,68588371,Tom Brown Arena,sports_centre,Sports Center,ice_hockey,,Ottawa,141 Bayview Station Road,+1-613-798-8885,,,45.4080675,-75.7226491
way,84830929,Twin Elm Rugby Park,sports_centre,Sports Center,rugby_union,,,4075 Twin Elm Road,,,,45.2036019,-75.7956363
way,642572456,TWP of Russell Sports Dome,sports_centre,Sports Center,soccer;multi;athletics;tennis;running;pickleball;weightlifting,,,150 Sportsplex Street,,,"Mo-Fr 05:00-22:00, Sa-Su 07:00-18:00",45.2681515,-75.3138718
node,13239953001,Vanguard martial arts academy,sports_centre,Sports Center,,,,5 Main Street South,,,,45.1025658,-75.2286008
way,84546985,W. Erskine Johnston Arena & Community Centre,sports_centre,Sports Center,,,Ottawa,3832 Carp Road,,,,45.3491343,-76.0387741
way,68657466,Walter Baker Sports Centre,sports_centre,Sports Center,,,Ottawa,100 Malvern Drive,,,,45.2802605,-75.761781
node,5808943983,Winchester Bowling,sports_centre,Sports Center,10pin,,,500 Main Street,,,,45.0932232,-75.3538741
node,3936439461,Xtreme Trampoline Park,sports_centre,Sports Center,trampoline,,,50 Frank Nighbor Place,,,,45.2990079,-75.9166527
way,207624797,YMCA,sports_centre,Sports Center,,YMCA,National Capital Region YMCA-YWCA,180 Argyle Avenue,+1 613-237-1320,https://www.ymcaottawa.ca/locations/taggart-family-ymca,Mo-Th 06:30-21:00; Fr 06:30-20:00; Sa-Su 08:00-16:00,45.4112243,-75.6893527
node,6366564789,YMCA,sports_centre,Sports Center,,YMCA,,2121 Carling Avenue,,,,45.3735958,-75.7693858
node,11368579188,YMCA,sports_centre,Sports Center,,YMCA,,,,,,45.5495109,-75.2852852
