OBJECTID,BOARD,CATEGORY,NAME,NUM,STREET,PHONE,FULL_BOARD,CATEGORY_FR,BOARD_FR,NAME_FR,FULL_BOARD_FR,GlobalID,LONGITUDE,LATITUDE
4993,OCDSB,Elementary,Meadowlands Public School,10,rue Fieldrow St,613-224-1733,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Meadowlands,Ottawa-Carleton District School Board,{5524B37B-5449-46A2-A14E-71D6755C1E8B},-75.73676955598721,45.34490422497252
4994,OCDSB,Elementary,Mutchmor Public School,185,av. Fifth Ave,613-239-2267,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Mutchmor,Ottawa-Carleton District School Board,{0A10D387-E880-44EC-A056-0201078A3AA8},-75.69069826996665,45.40090026779442
4995,OCDSB,Elementary,Shingwàkons Public School,480,Prom. Cope Dr,613-828-4736,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Shingwakons,Ottawa-Carleton District School Board,{7169B490-5750-4B20-8A17-D75B594B2748},-75.88018699875695,45.27224414159661
4996,OCDSB,Elementary,Orleans Wood Elementary School,7859,prom. Decarie Dr,613-837-4622,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École élémentaire Orleans Wood,Ottawa-Carleton District School Board,{BB42EA5B-D5F4-4D84-A5C0-8DA4023E4E5B},-75.52839742335613,45.48338193337153
4997,OCDSB,Elementary,Pleasant Park Public School,564,ch. Pleasant Park Rd,613-733-5253,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique du Pleasant Park,Ottawa-Carleton District School Board,{404E6960-3DFF-49F4-A3A8-CCAC30BC3D6A},-75.64627625757008,45.39263005434423
4998,OCDSB,Elementary,Queen Elizabeth Public School,689,boul. St. Laurent Blvd,613-746-3246,Ottawa-Carleton District School Board,Élémentaire,OCDSB,École publique Queen Elizabeth,Ottawa-Carleton District School Board,{7A2A31E8-FFB6-4E2D-8128-16287CB5D61F},-75.64438888727665,45.43821974815197
4999,Private,Elementary,March Academy,325,ch. Sandhill Rd,613-592-3398,Private,Élémentaire,Privée,Académie March,Privée,{4A8A876E-73CB-48A2-B208-89EEB7674D93},-75.92708708303503,45.354770027766094
5000,Private,Elementary,Edelweiss Private Academy,31,privé Nadolny Sachs Priv,613-225-9273,Private,Élémentaire,Privée,Académie privée Edelweiss,Privée,{39D49FE1-402C-4C77-A477-AA0C4BEAD9C0},-75.75261529591496,45.37536096026292
5001,Private,Elementary,Ashbury College,362,av. Mariposa Ave,613-749-5954,Private,Élémentaire,Privée,Collège Ashbury,Privée,{034D5404-F700-4F5E-9CA0-6A9E4B2E15EC},-75.67565414168267,45.4478707970082
5002,CÉPEO,Elementary,Le Prélude Public Elementary School,6025,prom. Longleaf Dr,613-834-8411,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Le Prélude,Conseil des écoles publiques de l'Est de l'Ontario,{E95CA283-CB81-4835-BC80-20668780F6CD},-75.53022640764765,45.437578099583426
5003,CÉPEO,Elementary,Michaëlle-Jean Public Elementary School,11,prom. Claridge Dr,613-823-2288,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Michaëlle-Jean,Conseil des écoles publiques de l'Est de l'Ontario,{BECDACC6-71CA-449C-9C8A-4D86C3C612AA},-75.72630273753792,45.28803187749747
5004,CÉPEO,Elementary,Des Sentiers Public Elementary School,2159,rue Nantes St,613-837-9726,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Des Sentiers,Conseil des écoles publiques de l'Est de l'Ontario,{9E57E9A4-66D1-45EB-84FD-C65CFB246E67},-75.4611022951929,45.45931999708634
5005,CÉPEO,Elementary,Gabrielle-Roy Public Elementary School,3395,ave. D'Aoust Ave,613-523-8429,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Gabrielle-Roy,Conseil des écoles publiques de l'Est de l'Ontario,{FB57499A-F963-43C5-BE45-D6D6CFBC1BA4},-75.63453710397991,45.34860172590874
5006,CÉPEO,Elementary,Séraphin-Marion Public Elementary School,2147,av. Loyola Ave,613-748-7636,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Séraphin-Marion,Conseil des écoles publiques de l'Est de l'Ontario,{4D54572C-168D-4E0F-81BD-7895F24F4824},-75.59265623867252,45.45250592962857
5007,CÉPEO,Elementary,Jeanne-Sauvé Public Elementary School,1917,prom. Gardenway Dr,613-824-8160,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Jeanne-Sauvé,Conseil des écoles publiques de l'Est de l'Ontario,{1544C378-BD20-44EE-AF8B-148C386CF28E},-75.485026588064,45.46561087725828
5008,CÉPEO,Secondary,École Secondaire Publique Pierre-de-Blois,1310,prom. Chapman Mills Drive,613-825-4232,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,École secondaire publique Pierre-de-Blois,Conseil des écoles publiques de l'Est de l'Ontario,{70608DA2-FD43-4F1C-A361-87D759A1BA8D},-75.75898503759224,45.262329716924974
5009,CÉPEO,Elementary,Michel-Dupuis Public Elementary School,715,av. Brian Good Ave,613-822-2201,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Michel-Dupuis,Conseil des écoles publiques de l'Est de l'Ontario,{62093BC5-4835-48C7-B6FD-B0F9FFCED436},-75.6931089816766,45.26716043120824
5010,CÉPEO,Elementary,Charlotte-Lemieux Public Elementary School,2093,prom. Bel-Air Dr,613-228-2613,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Charlotte-Lemieux,Conseil des écoles publiques de l'Est de l'Ontario,{33426D0C-3F9B-405D-A624-0CBF4B50CAC7},-75.76312868572352,45.362830187410474
5011,CÉPEO,Secondary,Louis-Riel Public High School,1655,ch. Bearbrook Rd,613-590-2233,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,École secondaire publique Louis-Riel,Conseil des écoles publiques de l'Est de l'Ontario,{63AA042B-7A16-4489-805B-76F29839D9AA},-75.57152777605344,45.44154744343464
5012,CÉPEO,Secondary,Gisèle-Lalonde Public High School ,500,boul. Millenium Blvd,613-833-0018,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,École secondaire publique Gisèle-Lalonde,Conseil des écoles publiques de l'Est de l'Ontario,{77D347AC-5F3E-43B0-AAFE-E69804FB4551},-75.4449475994861,45.46885890282709
5013,CÉPEO,Secondary,Omer-Deslauriers Public High School,159,prom. Chesterton Dr,613-820-0992,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,École secondaire publique Omer-Deslauriers,Conseil des écoles publiques de l'Est de l'Ontario,{0BEA3E1F-A7CC-4F77-A4FD-A65F063AD5AD},-75.71658245232742,45.35004278460569
5014,CÉPEO,Elementary,Marie-Curie Public Elementary School,1485,ch. Heron Rd,613-523-4975,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Marie-Curie,Conseil des écoles publiques de l'Est de l'Ontario,{F70C065B-8DBD-4C50-B6B8-813E6943C263},-75.65500502728574,45.38057404033355
5015,Private,Elementary,Abraar School,70,rue Fieldrow St,613-226-1396,Private,Élémentaire,Privée,École élémentaire Abraar,Privée,{F69C5739-0557-4D0A-B4A9-C69965273817},-75.73988675404055,45.34402587319821
5016,Private,Secondary,Abraar Secondary School,1085,ave. Grenon Ave,613-820-0044,Private,Secondaire,Privée,École secondaire Abraar,Privée,{EE3739E1-9644-42A9-BDCC-3FE73B30D66E},-75.79505217975566,45.35176508435814
5017,Private,Elementary,Académie de la Capitale,3448,ch. Richmond Rd,613-721-3872,Private,Élémentaire,Privée,Académie de la Capitale,Privée,{2EABB241-61CF-42A3-B2A8-5F31062C97DD},-75.8101005319181,45.33750650252298
5018,Private,Elementary,Hamilton Montessori School,2199,terr. Regency Terr,613-596-4013,Private,Élémentaire,Privée,École Montessori chrétienne Bishop Hamilton,Privée,{A958201F-C635-4289-B4A4-936F60D7DF92},-75.77230166695729,45.34925480922499
5019,Private,Secondary,Blyth Academy The Glebe,983,rue Bank Street,613-680-3388,Private,Secondaire,Privée,Académie Blyth,Privée,{F8BA6B22-3856-4F5A-AA4F-FBCCF36898D5},-75.68516264816664,45.39844272739477
5020,Private,Elementary,Ahlul-Bayt Islamic School,3025,ch. Albion Rd N,(613) 526-0774,Private,Élémentaire,Privée,Ahlul-Bayt école islamique,Privée,{945EAA82-C957-40CC-A228-0D9B815A2960},-75.65050146464431,45.3704423605022
5021,Private,Elementary,Al-Furqan Islamic School,2825,av. Dumaurier Ave,613-680-7261,Private,Élémentaire,Privée,École Furqan,Privée,{392608A3-6DAB-4A38-A670-2D4CA7E7EBA3},-75.79451893620976,45.351135266273914
5022,Private,Elementary,Ambassadors Christian School,2031,rue Stittsville Main St,613-400-4022,Private,Élémentaire,Privée,École chrétienne ambassadeurs,Privée,{6FE4A4CF-9E9B-45DA-A4DA-1AC5EB2E9A0B},-75.90708181006686,45.23637359387462
5023,Private,Secondary,Bibleway Ministires Christian Learning Centre,500,Bride Private,613 838-4238,Private,Secondaire,Privée,Ministères du Centre d'apprentissage chrétien des ministères de la Bible,Privée,{44527891-C341-4A68-B7FE-DCC3A84BDEA7},-75.80027920510274,45.26961262158559
5024,Private,Elementary/Secondary,Blue Sky School,95 ,cour Denzil Doyle Crt.,613-884-5437,Private,Élémentaire/Secondaire,Privée,École Ciel bleu,Privée,{ABAC5DE4-18F4-4FC6-B8B1-75DA6B8AE052},-75.87145046310565,45.2893395776763
5025,Private,Secondary,Cedar Ridge High School,275,prom. Michael Cowpland Dr.,613-592-9019,Private,Secondaire,Privée,École secondaire Cedar Ridge,Privée,{6F7ACBAE-94B3-49FE-94B4-CA8248FCD78E},-75.87455505150733,45.2848915278649
5026,Private,Special Education,Centre Jules-Léger,281,av. Lanark Ave,613-761-9300,Private,École d'éducation spéciale,Privée,Centre Jules-Léger,Privée,{FB0CF558-F48F-4B62-BB14-12C7D0780B50},-75.75413004502852,45.39883660541685
5027,Private,Elementary,Providence Academy Antonine Sisters,998,rue Frances Street,613-744-8489,Private,Élémentaire,Privée,Académie Providence ,Privée,{38A97C75-0C87-40D0-93A2-5AA81F402A77},-75.64847280552638,45.42731080267203
5028,Private,Elementary/Secondary,St-Laurent Academy ,641,641 av. Sladen Ave,613-842-8047,Private,Élémentaire/Secondaire,Privée,Académie St-Laurent Inc,Privée,{B7C5E999-15AF-4777-BE0F-C8A4F832EC2F},-75.64326434386466,45.440365223519414
5029,Private,Elementary,Westboro Academy,1000 ,ch. Brookfield Rd E,613-737-9543,Private,Élémentaire,Privée,Académie Westboro,Privée,{6823A35D-2D65-440D-8750-A14CF824B264},-75.6746958791247,45.37392414579593
5030,Private,Elementary/Secondary,Elmwood  School,261,ch. Buena Vista Rd,613-744-7783,Private,Élémentaire/Secondaire,Privée,École Elmwood,Privée,{D2A7332B-46AE-46F8-8245-0924CA750B3D},-75.6798873832888,45.45129350409899
5031,Private,Elementary,Fern Hill School,50,rue Vaughan St,613-746-0255,Private,Élémentaire,Privée,École Fenhill,Privée,{B5B359AA-A7A5-43C9-8346-682BDDEEF814},-75.67789557575878,45.44030853268458
5032,Private,Elementary/Secondary,Heritage Academy,207,av. Bayswater Ave,613-722-0133,Private,Élémentaire/Secondaire,Privée,Académie Heritage,Privée,{638C5D88-6E79-4B96-9049-8C8B12606E8B},-75.71582621369032,45.399350191892516
5033,Private,Elementary,Joan of Arc Academy,2221,ch. Elmira Rd,613-728-6364,Private,Élémentaire,Privée,Académie Joan of Arc,Privée,{9B21BD76-3213-4BA7-8CFC-F4D28DA633E4},-75.77760575877261,45.35445637233329
5034,Private,Elementary,Kanata Montessori,355,prom. Micheal Cowpland Dr,613-592-2189,Private,Élémentaire,Privée,École Montessori Kanata,Privée,{09E1AD1B-6634-42AF-BA23-69ED9FCE6DCE},-75.87699402421612,45.28467153946381
5035,Private,Elementary/Secondary,Lycée Claudel,1635,Place Lycée Pl,613-733-8522,Private,Élémentaire/Secondaire,Privée,Lycée Claudel ,Privée,{BAD9FC46-D711-416B-B097-9D8CF7AF12AB},-75.66359446560588,45.40601691076894
5036,Private,Elementary,Community Christian School,2681,"rue Glen St, RR3",613-821-3669,Private,Élémentaire,Privée,Écoel chrétienne communautaire,Privée,{B6C475B3-FA63-4D72-8B75-1FB348A8D67A},-75.47617180268026,45.23206674246661
5037,Private,Preschool,Educara Montessori Child Care,275,prom. Tartan Dr,613-702-1116,Private,Préscolaire,Privée,Garde d’enfants Educara Montessori,Privée,{6C916C99-0714-4FF2-8FCA-B978FCEA6437},-75.76691873989098,45.26102630844641
5038,Private,Elementary,Ottawa Jewish Community School,31,Priv. Nadolny Sachs Priv,613-722-0020,Private,Élémentaire,Privée,École communautaire juive Ottawa,Privée,{C6D68A01-5B58-4699-B6BB-0EE9C5C355C0},-75.75244579010906,45.37510562798352
5039,Private,Education Centre,Soloway Jewish Community Centre,21,privé Nadolny Sachs Priv,613-798-9818,Private,Centre d'éducation,Privée,Centre communautaire juif Soloway,Privée,{C8D72033-5D91-4759-BC09-DB42EEF15DDA},-75.7518783378188,45.37601908961497
5040,Private,Elementary,Glebe Montessori School,650,rue Lyon St,613-237-3824,Private,Élémentaire,Privée,École Montessori du Glebe,Privée,{428D4B63-5FDB-42A8-80D1-F34E9598B70A},-75.69260906383109,45.403626914788056
5041,Private,Elementary,IBN Batouta Private School,6479,ch. Russell Rd,613-730-6396,Private,Élémentaire,Privée,École IBN Batouta,Privée,{95856CEE-CD54-4814-A1FD-26F8DE699906},-75.45704738803526,45.370202470813894
5042,Private,Elementary/Secondary,Kanata Academy,180,prom. Huntmar Drive,613-599-5399,Private,Élémentaire/Secondaire,Privée,Académie de Kanata,Privée,{4CF04560-136F-4427-AB75-40EFC72F0C2B},-75.9240972786654,45.292497669629235
5043,Private,Intermediate,MacDonald-Cartier Academy,270,rue Crichton St,613-744-8898,Private,Intermédiaire,Privée,Académie MacDonald-Cartier ,Privée,{A5D6A3D3-EE34-4216-9BFC-04EA34C69143},-75.68192196679603,45.43976135497745
5044,Private,Preschool,Montessori by BrightPath,5710,rue Longshadow St,613-692-1969,Private,Préscolaire,Privée,Montessori par BrightPath,Privée,{8B3832E9-9AAC-495F-B138-67C46B68FB2E},-75.64606311789586,45.24489245061562
5045,Private,Elementary,Maryvale Academy,2191,av. Benjamin Ave,613-321-2186,Private,Élémentaire,Privée,Académie Maryvale,Privée,{F9E667EC-D3F6-41CA-B492-1EB24816CCFB},-75.7681024229914,45.36355824068484
5046,Private,Elementary,MindWare Academy,985,av. Pinecrest Ave,613-829-2694,Private,Élémentaire,Privée,Académie MindWare,Privée,{3C64968A-E5FF-42A7-81F3-4E15810B92A4},-75.79153101111567,45.35402818625032
5047,Private,Elementary,OMS Montessori,335,rue Lindsay St,613-521-5185,Private,Élémentaire,Privée,Montessori OMS,Privée,{CC177BB4-03E6-46CF-AD36-835C66A10CB0},-75.65262510263722,45.407391403980064
5048,Private,Elementary/Secondary,OSA Private School,1565,ch. Maple Grove Rd,+16135913580,Private,Élémentaire/Secondaire,Privée,École privée OSA,Privée,{3E340CE3-1269-4DAB-989B-FAAF0AF66450},-75.90878523233953,45.297440857925054
5049,Private,Elementary/Secondary,Revel Academy,100-1550,ave. Laperriere Ave,+16137002132,Private,Élémentaire/Secondaire,Privée,Académie Revel,Privée,{A3255534-6BF2-4CB6-968C-97B8F86B7A91},-75.74389993175826,45.37679762842798
5050,Private,Elementary,Orléans Montessori,2820,ch. Navan Rd,+16132162507,Private,Élémentaire,Privée,Montessori Orléans,Privée,{6FB8E223-99E8-4CF2-A3A2-C0B1A753D99C},-75.53045590474484,45.43331416602413
5051,Private,Elementary,Ottawa Adventist School,2191,av. Benjamin Ave,613-722-3770,Private,Élémentaire,Privée,École adventiste d'Ottawa,Privée,{6586326D-58EB-42C6-9954-7BE13A1BD2CB},-75.7681024229914,45.36355824068484
5052,Private,Elementary,Ottawa Christian School,255,prom. Tartan Dr,613-825-3000,Private,Élémentaire,Privée,École chrétienne d'Ottawa,Privée,{90CAF5E8-6BDA-417B-8B9D-39175482145E},-75.7653029680372,45.26145363459244
5053,Private,Elementary,Ottawa Islamic School,10,rue Coral St,613-727-5066,Private,Élémentaire,Privée,École islamique d'Otatwa,Privée,{C419A197-F97C-45F6-AE24-F6C2140C44EE},-75.72202130580835,45.3652264075208
5054,Private,Elementary/Secondary,Ottawa Victory Christian Academy,1080,rue St. Pierre St,343-880-4004,Private,Élémentaire/Secondaire,Privée,Académie chrétienne de victoire d'Ottawa,Privée,{EE9A3D03-0FD4-4615-BC8A-BB9D3FB70275},-75.52372191418615,45.47507457309189
5055,Private,Elementary,Parkdale Montessori School,555B,av. Parkdale Ave,613-216-7275,Private,Élémentaire,Privée,École Montessori de Parkdale,Privée,{AC1C9BC8-0B70-43B8-8C4A-690FE2757AB2},-75.72605342989374,45.396629351212496
5056,Private,Secondary,Redeemer Christian High School,82,rue Colonnade Rd N,613-723-9262,Private,Secondaire,Privée,École secondaire chrétienne Redeemer,Privée,{13188797-BFC4-4C87-A473-3EC39D9563C7},-75.71005237574495,45.3467124026165
5057,Private,Elementary,St. Timothy's Classical Academy,1061,ch. Pinecrest Road,613-794-1750,Private,Élémentaire,Privée,Académie classique de Saint-Timothée,Privée,{CC177BAC-7B97-49AF-80E9-4B0F00BFD0EB},-75.78978717453668,45.35146633990747
5058,Private,Elementary/Secondary,Tarbiyah Learning Academy,3990,ch. Old Richmond Rd,613-421-1700,Private,Élémentaire/Secondaire,Privée,Académie d'apprentissage de Tarbiyah,Privée,{0CA53352-EC23-4995-A6AD-E7CBCAA61005},-75.82843260553302,45.311613122822756
5059,Private,Elementary,Torah Day School of Ottawa,1119,rue Lazard St,613-274-0110,Private,Élémentaire,Privée,Torah jour scolaire d’Ottawa,Privée,{63EC79DA-3530-41BD-8C7C-FFC3A907A395},-75.76356070350995,45.359909866876606
5060,Private,Elementary,Turnbull School,1132,av. Fisher Ave,613-729-9940,Private,Élémentaire,Privée,École Turnbull,Privée,{FA51FC80-A8D0-4AF3-97F6-48A1A3C9EC8B},-75.72150178672335,45.37845000791051
5061,Private,Elementary,VINCI School,149,rue King George Street,613-842-7557,Private,Élémentaire,Privée,École VINCI,Privée,{34A42E6E-E483-495F-95E0-27F7264574B7},-75.65803482644846,45.42574549500756
5062,Private,Elementary,Westboro Jewish Montessori Preschool,192,av. Switzer Ave,613-729-7712,Private,Élémentaire,Privée,Westboro juif Montessori préscolaire,Privée,{0EDCA6A8-C062-452E-B0DA-2708ACDE5156},-75.74176794212818,45.38527418557207
5063,Private,Elementary,Westboro Montessori School Campus 1,307,ch. Richmond Road,613-321-0788,Private,Élémentaire,Privée,École Montessori de Westboro Campus 1,Privée,{376BE96C-DDF7-4F78-95BE-FD0919A32E49},-75.75253903074397,45.39287317906613
5064,Private,Elementary,Westboro Montessori School Campus 2,387,av. Danforth Ave,613-680-0712,Private,Élémentaire,Privée,École Montessori de Westboro Campus 2,Privée,{5C695453-7AD4-4D82-B1C5-EDFCB99C6AD4},-75.75580858037456,45.39060550037076
5065,OCSB,Elementary,Dr. F. J. McDonald Catholic School,2860,av. Ahearn Ave,613-829-3878,Ottawa Catholic School Board,Élémentaire,OCSB,École catholique  Dr. F. J. McDonald,Ottawa Catholic School Board,{F70366A1-37CE-4CDD-B89E-4B9C99E78CE1},-75.80099753483485,45.36012510894653
5066,OCSB,Elementary,Good Shepherd Catholic School,101,ch. Bearbrook Rd,613-824-4531,Ottawa Catholic School Board,Élémentaire,OCSB,École catholique Good Shepherd,Ottawa Catholic School Board,{DD7570A2-8F1A-4F98-9671-36E22B3602F2},-75.56433959099891,45.43309269193663
5067,OCSB,Elementary,Our Lady Of Fatima School,2135,ch. Knightsbridge Rd,613-722-4075,Ottawa Catholic School Board,Élémentaire,OCSB,École Our Lady of Fatima,Ottawa Catholic School Board,{5D95855B-40B8-477C-9694-A6691DAC5802},-75.77338998670378,45.37762477165838
5068,OCSB,Elementary,Our Lady Of Mount Carmel School,675,ch. Gardenvale Rd,613-745-4884,Ottawa Catholic School Board,Élémentaire,OCSB,École Our-Lady-Of-Mount-Carmel,Ottawa Catholic School Board,{30617038-2A4F-41A6-A42F-3526C0834A43},-75.63581946521766,45.43479991588016
5069,OCSB,Elementary,Our Lady Of Peace School,3877,ch. Old Richmond Rd,613-828-4037,Ottawa Catholic School Board,Élémentaire,OCSB,École Our Lady Of Peace,Ottawa Catholic School Board,{1EB38033-DE7A-4983-B3C5-DDE289C82CAB},-75.82695983738765,45.32131708430487
5070,OCSB,Elementary,Our Lady Of Victory School,1175,rue Soderlind St,613-828-5594,Ottawa Catholic School Board,Élémentaire,OCSB,École Our Lady Of Victory,Ottawa Catholic School Board,{E70654B0-176F-4EB7-BB51-3DE5EC21D1B7},-75.77992025193245,45.34989133448129
5071,OCSB,Elementary,Our Lady Of Wisdom School,1565,rue St. George St,613-824-9700,Ottawa Catholic School Board,Élémentaire,OCSB,École Our Lady Of Wisdom,Ottawa Catholic School Board,{7D06262D-00F5-4AF3-A516-F6E4EBDBC7DC},-75.50083503622936,45.46741617185537
5072,OCSB,Elementary,Prince Of Peace School,1620,ch. Heatherington Rd,613-731-4733,Ottawa Catholic School Board,Élémentaire,OCSB,École Prince-Of-Peace,Ottawa Catholic School Board,{CC5B75E9-4FC7-40A3-8FA6-4D72CBD0B951},-75.6454538651988,45.373823433312346
5073,OCSB,Adult Education,Queen of Angels Adult High School,1461,ch. Heron Rd,+16137313237,Ottawa Catholic School Board,Éducation des adultes,OCSB,École secondaire pour adultes Queen of Angels,Ottawa Catholic School Board,{D532B75D-6E93-4516-8F1E-FDA2BB57F972},-75.65507450658306,45.3798055627555
5074,OCSB,Elementary,St. Bernadette School,60,rue Defence St,+16139074122,Ottawa Catholic School Board,Élémentaire,OCSB,École Sainte-Bernadette,Ottawa Catholic School Board,{F864B916-3F3C-4849-A152-30AB44429482},-75.88506525858485,45.270384483817615
5075,OCSB,Elementary,St. Brother André Catholic School,1923,prom. Elmridge Dr,613-741-0100,Ottawa Catholic School Board,Élémentaire,OCSB,École catholique St. Brother André ,Ottawa Catholic School Board,{3E4AE169-DD3C-43F3-878A-95643EB24373},-75.59962814803421,45.443733837752376
5076,OCSB,Elementary,St. Luke School,2485,crois. Dwight Cr,613-731-3541,Ottawa Catholic School Board,Élémentaire,OCSB,École St. Luke,Ottawa Catholic School Board,{44186952-A199-49AD-973C-DF43E6B50328},-75.61505045806965,45.39481747052758
5077,OCSB,Elementary,St. Luke School,60,prom. Mountshannon Dr,613-825-2520,Ottawa Catholic School Board,Élémentaire,OCSB,École St. Luke (Nepean),Ottawa Catholic School Board,{DCF252CB-3C8A-4DE2-9F68-859A0640B4C4},-75.73513721830128,45.29115023898367
5078,OCSB,Elementary,"St. Michael, Corkery School",1572,ch. Corkery Rd,613-256-3672,Ottawa Catholic School Board,Élémentaire,OCSB,École St. Michael Corkery,Ottawa Catholic School Board,{2C150B9E-0F56-403D-B09D-7E9587633844},-76.10078874446204,45.2841343431404
5079,OCSB,Elementary,"St. Michael, Fitzroy School",159,rue Kedey St,613-623-3114,Ottawa Catholic School Board,Élémentaire,OCSB,"École St. Michael, Fitzroy",Ottawa Catholic School Board,{62B5AA17-BAA4-4DCD-B5C2-EEA7EED00817},-76.2161186207354,45.471577549173126
5080,OCSB,Elementary,"St. Michael, Ottawa School",437,rue Donald St,613-749-1642,Ottawa Catholic School Board,Élémentaire,OCSB,École St. Michael,Ottawa Catholic School Board,{677B4891-ABD4-4796-AEE3-13C01CC44C49},-75.64861790230938,45.429159681985645
5081,OCSB,Elementary/Secondary,St. Pius X Catholic Elementary School & High School,1481,av. Fisher Ave,613-225-8105,Ottawa Catholic School Board,Élémentaire/Secondaire,OCSB,École élémentaire et école secondaire catholique St. Pius X,Ottawa Catholic School Board,{19588DE8-154F-4277-9FB4-A32B488FA551},-75.71252371655005,45.36551408172301
5082,OCSB,Elementary,St. Gianna School,836,ave. Solarium Ave,+13432921192,Ottawa Catholic School Board,Élémentaire,OCSB,École Sainte-Gianna,Ottawa Catholic School Board,{69A1AC24-4313-4DB2-95A7-8E3A7A3A0AF6},-75.69183370275653,45.25894644666125
5083,OCSB,Adult Education,St. Joseph's Adult School,330,rue Lajoie St,+16137416808,Ottawa Catholic School Board,Éducation des adultes,OCSB,École pour adultes Saint-Joseph,Ottawa Catholic School Board,{C49B6BED-D96B-451B-A913-D79C03096371},-75.65878866029553,45.434213362114
5084,OCSB,Elementary,St. Juan Diego School,135,voie Main Halyard Ln,+16136916318,Ottawa Catholic School Board,Élémentaire,OCSB,École Saint-Juan Diego,Ottawa Catholic School Board,{14CD646C-4035-4B06-A893-823C0F252B0A},-75.7595275760064,45.249037479711454
5085,OCSB,Education Centre,St. Mary's Home - Immaculata Achievement Centre,780,rue Église St,,Ottawa Catholic School Board,Centre d'éducation,OCSB,Maison Sainte-Marie - Centre de réussite Immaculata,Ottawa Catholic School Board,{3A7E034F-2EC3-41B2-AFEF-44A2564BCFD6},-75.64878246827953,45.43368952937107
5086,OCSB,Secondary,St. Nicholas Adult High School,893,av. Admiral Ave,613-228-8888,Ottawa Catholic School Board,Secondaire,OCSB,École secondaire pour adultes St. Nicholas,Ottawa Catholic School Board,{285AF14B-61AF-4665-8BF9-12D51013C89B},-75.72904257669661,45.384291021957054
5087,OCSB,Adult Education,St. Patrick's Adult School,290,rue Nepean St,+16135945773,Ottawa Catholic School Board,Éducation des adultes,OCSB,École pour adultes St. Patrick,Ottawa Catholic School Board,{D183E9D7-7EC7-4380-B426-3D22676DE280},-75.70097915242347,45.415872727483695
5088,OCSB,Elementary,St. Veronica School,4140,prom. Kelly Farm Dr,+13432925484,Ottawa Catholic School Board,Élémentaire,OCSB,École Sainte-Véronique,Ottawa Catholic School Board,{21762912-7D35-4C25-833B-C6A75F6ED67C},-75.60374326836701,45.31769942571586
5089,CÉPEO,Secondary,Le Carrefour Adult School,2445,boul. St-Laurent Blvd,613-731-7212,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,Écoles des adultes Le Carrefour,Conseil des écoles publiques de l'Est de l'Ontario,{877529F1-6E5B-469F-9EC2-C94692240902},-75.62633157596778,45.38121321541438
5090,CÉPEO,Elementary/Secondary,Le Transit School,2455,boul. St. Laurent Blvd,613-747-3838,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire/Secondaire,CÉPEO,École Le Transit,Conseil des écoles publiques de l'Est de l'Ontario,{9592E572-7166-4F05-91D6-345718E72AAC},-75.62633157596778,45.38121321541438
5091,CÉPEO,Secondary,L'Alternative Public High School,2720,chem. Richmond Rd,613-745-0369,Conseil des écoles publiques de l'Est de l'Ontario,Secondaire,CÉPEO,École secondaire publique L'Alternative,Conseil des écoles publiques de l'Est de l'Ontario,{69AF0041-D87E-49E6-A812-33CD500D42C0},-75.7926742161294,45.3586028914232
5092,CÉPEO,Elementary,Francojeunesse Public Elementary School,119,rue Osgoode St,613-232-0020,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Francojeunesse,Conseil des écoles publiques de l'Est de l'Ontario,{E4F3FB90-7BE4-4143-852D-ABF94CC699F9},-75.6806264533242,45.424755987382305
5093,CÉPEO,Elementary,Grande-Ourse Public Elementary School,1385,terr. Halton Terrasse,+16132701043,Conseil des écoles publiques de l'Est de l'Ontario,Élémentaire,CÉPEO,École élémentaire publique Grande-Ourse,Conseil des écoles publiques de l'Est de l'Ontario,{AE3FE29F-BADD-44C9-A6F7-54DD46471DC2},-75.93632808649875,45.34867254638503
