OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
762,439,Insmill Park,Parc Insmill,"67 Insmill Crescent, Kanata","67, croissant Insmill, Kanata",Active Recreation,Loisirs dynamiques,0,0,yes/oui,4,Kanata North,Kanata-Nord,0,no/non,,45.31062362,-75.92604796,R-PKS-009-0451,1668472389000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,2875.6451279968383,68720.804118795,451,Neighbourhood Park,Parc de quartier
763,754,Oakview Park,Parc Oakview,"10 Oakview Avenue, Nepean","10, avenue Oakview, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,8,College,Collège,0,no/non,,45.34231669,-75.74119652,R-PKS-015-0675,1668470908000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,911.133871822914,8737.41493605,675,Parkette,Miniparc
764,1135,Victoria Park,Parc Victoria,"8215 Victoria Street, Osgoode","8215, rue Victoria, Osgoode",Passive Recreation,Loisirs passifs,4,4,yes/oui,20,Osgoode,Osgoode,0,no/non,,45.23588579,-75.47359694,R-PKS-022-0969,1668471716000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,485.4066120739873,5153.11617043,969,Parkette,Miniparc
765,69,Brucelands Park,Parc Brucelands,"2960 Baseline Road, Nepean","2960, chemin Baseline, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,8,College,Collège,0,no/non,,45.3340425,-75.80146514,R-PKS-002-0130,1668472115000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1452.6982539407763,23977.70997133,130,Neighbourhood Park,Parc de quartier
766,2256,Open Space,Espace ouvert,"67 Banner Road, Nepean","67, chemin Banner, Nepean",Passive Recreation,Loisirs passifs,4,4,no/non,9,Knoxdale-Merivale,Knoxdale-Merivale,5,no/non,,45.33304873,-75.78948755,R-PKS-002-0051,1668471850000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,616.322542839092,5357.708103935,51,Greenspace,Espace vert
767,137,Deevy Pines Park,Parc Deevy Pines,"65 Stonehaven Drive, Kanata","65, promenade Stonehaven, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.28919613,-75.85615854,R-PKS-004-0247,1668471427000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,2646.7463001306587,101056.23011808499,247,District Park,Parc de district
768,34,Fairfield Park,Parc Fairfield,"49 Appleford Street, Gloucester","49, rue Appleford, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.4410749,-75.60593882,R-PKS-006-0297,1668470837000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,790.1986872680085,11610.30515366,297,Parkette,Miniparc
769,82,Isaiah Scharfe Park,Parc Isaiah-Scharfe,"41 Bearbrook Road, Gloucester","41, chemin Bearbrook, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,2,Orléans West-Innes,Orléans-Ouest-Innes,0,no/non,,45.43758277,-75.56607442,R-PKS-009-0455,1668472376000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1163.7703138375148,9185.907793575,455,Parkette,Miniparc
770,79,Tom Brown Arena,Aréna Tom-Brown,141 Bayview Station Road,"141, chemin Bayview-Station",Active Recreation,Loisirs dynamiques,2,2,no/non,15,Kitchissippi,Kitchissippi,0,no/non,,45.40803451,-75.72215502,R-PKS-020-0936,1668471172000,,Dogs allowed - most of park.  No dogs - soccer pitch.,Chiens permis – dans la plus grande partie du parc. Chiens interdits – terrain de soccer.,845.3073635127979,19314.282233194997,936,Community Park,Parc communautaire
771,968,Sandalwood Park,Parc Sandalwood,"2850 Sandalwood Drive, Ottawa","2850, promenade Sandalwood, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,18,Alta Vista,Alta Vista,0,yes/oui,,45.37803558,-75.64749638,R-PKS-019-0846,1668471748000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,943.7547972464602,26945.37541645,846,Neighbourhood Park,Parc de quartier
772,1677,Rancourt Park,Parc Rancourt,"858 Scala Avenue, Cumberland","858, avenue Scala, Cumberland",Active Recreation,Loisirs dynamiques,2,2,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,0,yes/oui,,45.46385461,-75.46032688,R-PKS-018-0769,1668470935000,,Dogs are permitted off leash in the area south of the soccer field. Dogs on leash in rest of park. Dogs must always be under the control of their handler.,Les chiens peuvent être laissés en liberté dans l’espace situé au sud du terrain de soccer. Chiens en laisse ailleurs dans le parc. Les chiens doivent toujours être sous la surveillance de leurs propriétaires.,1120.3956942536695,23636.317176495002,769,Neighbourhood Park,Parc de quartier
773,2537,St-Jacques Parkette,Mini-parc St-Jacques,St-Jacques Street at des Pères-Blancs Avenue,rue St-Jacques à la hauteur de l'avenue des Pères-Blancs,Passive Recreation,Loisirs passifs,4,4,no/non,12,Rideau-Vanier,Rideau-Vanier,0,no/non,,45.44137442,-75.66354524,R-PKS-016-1285,1668470670000,1457623928000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,68.14955691165007,154.37796246,1285,Urban Plaza,Place urbaine
774,111,Billings Park,Parc Billings,"495 Billings Avenue, Ottawa","495, avenue Billings, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,18,Alta Vista,Alta Vista,0,yes/oui,,45.39639949,-75.64931526,R-PKS-002-0096,1668472384000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1147.501493796942,38492.712056605,96,Neighbourhood Park,Parc de quartier
775,356,Bob Rainboth Park,Parc Bob-Rainboth,"2193 East Acres Road, Gloucester","2193, chemin East Acres, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,yes/oui,,45.44727734,-75.58905168,R-PKS-001-0004,1717413600000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,742.5715565502082,6811.61552983,4,Parkette,Miniparc
776,2664,Chorus Park,Parc Chorus,746 Chorus Drive,"746, promenade Chorus",Active Recreation,Loisirs dynamiques,4,4,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,,yes/oui,45.25457307,-75.6926773,R-PKS-003-1464,1739394060000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,610.4988519678177,10435.51236645,1464,Parkette,Miniparc
777,870,Stinson Park,Parc Stinson,"80 Queensbury Drive, Nepean","80, promenade Queensbury, Nepean",Active Recreation,Loisirs dynamiques,3,3,no/non,24,Barrhaven East,Barrhaven-Est,0,no/non,,45.28274188,-75.72907649,R-PKS-019-0896,1668471875000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,876.7521696176382,22247.95537599,896,Neighbourhood Park,Parc de quartier
778,2346,Recreational Trail,Sentier récréatif,"984 Greenbank Road, Nepean","984, chemin Greenbank, Nepean",Passive Recreation,Loisirs passifs,2,2,no/non,3,Barrhaven West,Barrhaven-Ouest,7,no/non,,45.2760809,-75.75359891,R-PKS-007-0387,1668471238000,,"Dogs on leash: May 1 to October 31, Dog allowed off-leash: November 1 to April 30","Chiens en laisse : 1 er mai au 31 octobre, Chiens permis sans laisse du 1 er novembre au 30 avril",4083.1240157626603,19935.837012205,387,Greenspace,Espace vert
779,731,Mulligan Park,Parc Mulligan,"70 Mountshannon Drive, Nepean","70, promenade Mountshannon, Nepean",Active Recreation,Loisirs dynamiques,1,1,yes/oui,24,Barrhaven East,Barrhaven-Est,0,yes/oui,,45.29201934,-75.73628656,R-PKS-013-0635,1668471533000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,858.2121307357585,21196.27040078,635,Neighbourhood Park,Parc de quartier
780,2535,Winston Square,Place Winston,Winston Avenue at Richmond Road,avenue Winston à chemin Richmond,Passive Recreation,Loisirs passifs,4,4,no/non,15,Kitchissippi,Kitchissippi,6,yes/oui,,45.3911871,-75.75634188,R-PKS-023-1287,1668471831000,1455715517000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,141.2951241815922,430.446607475,1287,Urban Plaza,Place urbaine
781,970,Yves Chénier Park,Parc Yves-Chénier,"3585 Sarsfield Road, Cumberland","3585, chemin Sarsfield, Cumberland",Active Recreation,Loisirs dynamiques,1,1,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,0,no/non,,45.4402814,-75.34245192,R-PKS-025-1032,1668471080000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,866.0451049987555,22217.4766479,1032,Neighbourhood Park,Parc de quartier
782,378,Ridge Park,Parc Ridge,"1943 Elmridge Drive, Gloucester","1943, promenade Elmridge, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.44412725,-75.59828338,R-PKS-018-0800,1668472330000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,685.4242961795833,7571.32802241,800,Parkette,Miniparc
783,2644,FEEDMILL CREEK RECREATIONAL TRAIL,SENTIER RÉCRÉATIF DU RUISSEAU FEEDMILL,549 OVERLAND DR,"549, PROMENADE OVERLAND",Passive Recreation,Loisirs passifs,4,4,yes/oui,6,Stittsville,Stittsville,7,yes/oui,,45.27406692,-75.93921472,R-PKS-018-1477,1743600420000,1586877908000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2229.870437207443,51333.74852477,1477,Greenspace,Espace vert
784,415,St. Luke's Park,Parc St. Luke,"166 Frank Street, Ottawa","166, rue Frank, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,14,Somerset,Somerset,0,yes/oui,,45.41526622,-75.68663599,R-PKS-019-0885,1668472197000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,569.3222590251181,5417.347444,885,Parkette,Miniparc
785,438,Jim Malone Park,Parc Jim-Malone,"400 Goldridge Drive, Kanata","400, promenade Goldridge, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,4,Kanata North,Kanata-Nord,0,yes/oui,,45.31739018,-75.9220232,R-PKS-007-0368,1668471857000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,2436.9142855468504,61756.766666065,368,Linear Park,Parc linéaire
786,2541,Orlando Park Annex,Annexe du parc Orlando,"2347 Orlando Avenue, Ottawa","2347, avenue Orlando, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,18,Alta Vista,Alta Vista,0,no/non,,45.38188294,-75.65740242,R-PKS-015-0688,1668471934000,1462974869000,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1032.9922323444125,31759.05563993,688,Neighbourhood Park,Parc de quartier
787,1151,Linton Park,Parc Linton,"1000 Walkley Road, Ottawa","1000, chemin Walkley, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,16,River,Rivière,0,no/non,,45.36484024,-75.66760639,R-PKS-012-0540,1668472256000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,628.5423922997908,12726.726860335,540,Neighbourhood Park,Parc de quartier
788,1705,Colonnade Park,Parc Colonnade,"2 Colonnade Road, Nepean","2, chemin Colonnade, Nepean",Active Recreation,Loisirs dynamiques,0,0,no/non,9,Knoxdale-Merivale,Knoxdale-Merivale,0,no/non,,45.34070171,-75.72248454,R-PKS-003-0201,1668471766000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,913.3834048817384,14076.97215801,201,Neighbourhood Park,Parc de quartier
789,2709,Moo Meadows Park,Parc Moo Meadows,85 Loggerhead Heights,"85, hauteurs Loggerhead",,,4,4,,4,Kanata North,KANATA-NORD,0,,,,,R-PKS-013-1496,1743601200000,,,,325.1616899499708,3163.90255727,1496,,
790,2715,Richmond Dog Park,Parc canin de Richmond,6300 Perth Street,"6300, rue Perth",,,,,,21,RIDEAU-JOCK,RIDEAU-JOCK,3,,no/non,,,,,1745084400000,,,2282.3193084972695,51959.58590329,,,
791,2518,Millstone Park,Parc Millstone,420 de la Famille-Laporte Avenue,"420, avenue de la Famille-Laporte",Active Recreation,Loisirs dynamiques,4,4,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,0,yes/oui,,45.49796374,-75.46998937,R-PKS-013-1271,1668471302000,1437406869000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,639.7683926447222,12998.87601139,1271,Neighbourhood Park,Parc de quartier
792,1795,Recreational Trail (Hydro Corridor),Sentier récréatif (couloir de transport d'électricité),"1298 Klondike Road, Kanata","1298, chemin Klondike, Kanata",Passive Recreation,Loisirs passifs,1,1,no/non,4,Kanata North,Kanata-Nord,4,no/non,,45.34664285,-75.94105249,R-PKS-013-1235,1668471654000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1628.9550600091807,42383.47713491,1235,Greenspace,Espace vert
793,2263,Parkland (6977 Viola Street),"Terrain à vocation de parc (6977, rue Viola)","6977 Viola Street, Rideau","6977, rue Viola, Rideau",Passive Recreation,Loisirs passifs,4,4,yes/oui,21,Rideau-Jock,Rideau-Jock,0,no/non,,45.09193874,-75.73507662,,1668470934000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1036.876447932326,29110.57991028,,Neighbourhood Park,Parc de quartier
794,81,Agnes Purdy Park,Parc Agnes-Purdy,"9 Southpark Drive, Gloucester","9, promenade Southpark, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,2,Orléans West-Innes,Orléans-Ouest-Innes,0,no/non,,45.43279217,-75.56862079,R-PKS-001-0006,1668471044000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1382.0943520874687,12288.93612695,6,Linear Park,Parc linéaire
795,695,Cyrville Park,Parc Cyrville,"1420 Meadowbrook Road, Gloucester","1420, chemin Meadowbrook, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.41940894,-75.60761464,R-PKS-003-0234,1668471067000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,580.8883136181323,10392.043577245,234,Parkette,Miniparc
796,1067,Stonehenge Park,Parc Stonehenge,"1851 Stonehenge Crescent, Gloucester","1851, crossant Stonehenge, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.42122134,-75.60053991,R-PKS-019-0903,1668472183000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1466.3133708948956,14414.222709825,903,Neighbourhood Park,Parc de quartier
797,1678,Portobello Park,Parc Portobello,"670 Aquaview Drive, Cumberland","670, promenade Aquaview, Cumberland",Active Recreation,Loisirs dynamiques,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,0,yes/oui,,45.4573861,-75.46927786,R-PKS-016-0752,1668470641000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,1503.6030874577066,50884.63636423,752,Community Park,Parc communautaire
798,2504,Station Park,Parc Station,613 Via Mattino Way,"613, voie Via Mattino",Active Recreation,Loisirs dynamiques,4,4,no/non,24,Barrhaven East,Barrhaven-Est,0,yes/oui,,45.28765677,-75.74300168,R-PKS-013-1314,1668471294000,1428663465000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,358.94068364743003,3235.717906605,1314,Urban Parkette,Miniparc urbain
799,1505,Alfred McCoy Park,Parc Alfred-McCoy,"73 West Ridge Drive, Stittsville","73, promenade West Ridge, Stittsville",Passive Recreation,Loisirs passifs,0,0,no/non,6,Stittsville,Stittsville,0,no/non,,45.25864109,-75.93684987,R-PKS-023-0998,1668471174000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,490.5938642886317,6663.53842982,998,Parkette,Miniparc
800,2543,Leather Leaf Park,Parc Leather Leaf,235 Leather Leaf Terrace,"235, terrasse Leather Leaf",Active Recreation,Loisirs passifs,3,3,no/non,24,Barrhaven East,Barrhaven-Est,0,yes/oui,,45.28622498,-75.73673735,R-PKS-012-1309,1668472427000,1467019761000,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,440.5945956334091,5002.44105016,1309,Parkette,Miniparc
801,1712,Coyote Run Park,Parc Coyote Run,367 West Ridge Drive,367 promenade West Ridge,Active Recreation,Loisirs dynamiques,0,0,yes/oui,6,Stittsville,Stittsville,0,no/non,,45.24674252,-75.91882177,R-PKS-003-0217,1737556920000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1080.0848209924225,26051.69973666,217,Neighbourhood Park,Parc de quartier
802,621,Woodroffe Park,Parc Woodroffe,"180 Lockhart Avenue, Ottawa","180, avenue Lockhart, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,7,Bay,Baie,0,no/non,,45.3763248,-75.77290651,R-PKS-023-1028,1668472352000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,882.497238761888,15542.64727951,1028,Neighbourhood Park,Parc de quartier
803,751,McCann Park,Parc McCann,"80 Norman Street, Ottawa","80, rue Norman, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,14,Somerset,Somerset,0,no/non,,45.39990023,-75.70847587,R-PKS-013-0593,1668471094000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,125.74190665537743,370.265968785,593,Urban Plaza,Place urbaine
804,1715,Confederation Park,Parc de la Confédération,"2350 Russell Road, Ottawa","2350, chemin Russell, Ottawa",Active Recreation,Loisirs dynamiques,1,1,no/non,18,Alta Vista,Alta Vista,0,no/non,,45.39302782,-75.60851911,R-PKS-003-0203,1668472305000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,266.99970246121006,1339.308455395,203,Urban Plaza,Place urbaine
805,343,Queenswood Heights Centennial Park and Community Centre,Centre communautaire et parc du centenaire Queenswood Heights,"1485 Duford Drive, Cumberland","1485, promenade Duford, Cumberland",Active Recreation,Loisirs dynamiques,1,1,no/non,1,Orléans East-Cumberland,Orléans-Est-Cumberland,0,no/non,,45.47052423,-75.50760108,R-PKS-017-0764,1668471756000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1023.8800155969193,23858.711039744998,764,Community Park,Parc communautaire
